marketcap,pe,peForward,pb,ps,evrevenue,evebitda,dividendyield,revenue,operating_income,eps,operating_margin,revenue_cagr,eps_cagr
2572597843,,,5.3518,5.99339,7.27804,,,325288124,-31728796,-0.802743,-0.09754059142964593,0.3142322245108746,
