roe,roa,roic,roce,debtequity,debtebitda,currentratio,ratio_available,gross_margin,operating_margin,net_margin
-0.05449,-0.01853,-0.03249,-0.033,1.152,,16.105,True,-0.035759700836788005,-0.09754059142964593,-0.06531522804687453
