ticker,marketcap,pe,peForward,pb,ps,evrevenue,evebitda,pfcf,dividendyield,roe,roa,roic,roce,debtequity,debtebitda,currentratio,quickRatio,ratio_available,revenue,gross_profit,operating_income,net_income,eps,gross_margin,operating_margin,net_margin,revenue_cagr,net_income_cagr,eps_cagr,financial_available,current_price,52w_high,52w_low,1m_return,3m_return,6m_return,1y_return,volatility,history_available,quality_score,value_score,growth_score,financial_health_score,composite_score,rank
SONARGAON,2572597843,0.0,0.0,5.3518,5.99339,7.27804,0.0,20.98822,0.0,-0.05449,-0.01853,-0.03249,-0.033,1.152,0.0,16.105,0.354,True,325288124,-11632206.0,-31728796,-21246268,-0.802743,-0.035759700836788,-0.0975405914296459,-0.0653152280468745,0.3142322245108746,0.0,0.0,True,97.2,121.6,21.8,-0.1783601014370245,0.215,1.4795918367346936,1.7303370786516852,0.5602068439804501,True,100.0,0.0,100.0,66.66666666666667,68.33333333333334,1
