ticker,marketcap,pe,peForward,pb,ps,evrevenue,evebitda,pfcf,dividendyield,roe,roa,roic,roce,debtequity,debtebitda,currentratio,quickRatio,ratio_available,revenue,gross_profit,operating_income,net_income,eps,gross_margin,operating_margin,net_margin,revenue_cagr,net_income_cagr,eps_cagr,financial_available,current_price,52w_high,52w_low,1m_return,3m_return,6m_return,1y_return,volatility,history_available
SONARGAON,2572597843,,,5.3518,5.99339,7.27804,,20.98822,,-0.05449,-0.01853,-0.03249,-0.033,1.152,,16.105,0.354,True,325288124,-11632206.0,-31728796,-21246268,-0.802743,-0.035759700836788005,-0.09754059142964593,-0.06531522804687453,0.3142322245108746,,,True,97.2,121.6,21.8,-0.17836010143702452,0.21500000000000008,1.4795918367346936,1.7303370786516852,0.5602068439804501,True
